date,station_id,time,wind speed
20110102,488200,07:00am,0km/h
20110102,488200,08:00am,4km/h
20110102,488200,09:00am,4km/h
20110102,488200,10:00am,0km/h
20110102,488200,11:00am,9km/h
20110102,488200,12:00pm,11km/h
20110102,488200,01:00pm,4km/h
20110102,488200,02:00pm,13km/h
20110102,488200,03:00pm,19km/h
20110102,488200,04:00pm,7km/h
20110102,488200,05:00pm,17km/h
20110102,488200,06:00pm,11km/h
20110102,488200,07:00pm,4km/h
20110102,488200,08:00pm,7km/h
20110102,488200,09:00pm,11km/h
20110102,488200,10:00pm,0km/h
20110102,488200,11:00pm,13km/h
20110102,488200,12:00am,13km/h
20110102,488200,01:00am,0km/h
20110102,488200,02:00am,15km/h
20110102,488200,03:00am,17km/h
20110102,488200,04:00am,7km/h
20110102,488200,05:00am,19km/h
20110102,488200,06:00am,20km/h
